fid1	iid1	fid2	iid2	total_ibd_cm	num_segments	max_segment_cm	proportion_shared	predicted_relationship
HG03438	HG03438	HG03469	HG03469	35.593	7	7.686	0.6471454545454546	full-sibling
HG03438	HG03438	HG03470	HG03470	31.8	7	6.457	0.5781818181818182	full-sibling
HG03451	HG03451	HG03453	HG03453	27.358	7	5.241	0.4974181818181818	full-sibling
HG03452	HG03452	HG03453	HG03453	36.368	6	8.463	0.6612363636363636	full-sibling
HG03454	HG03454	HG03456	HG03456	32.175	6	7.916	0.585	full-sibling
HG03455	HG03455	HG03456	HG03456	43.628	7	10.455	0.7932363636363636	full-sibling
HG03478	HG03478	HG03480	HG03480	30.971	7	6.289	0.5631090909090909	full-sibling
HG03479	HG03479	HG03480	HG03480	37.230000000000004	7	9.771	0.676909090909091	full-sibling
HG03480	HG03480	NA18855	NA18855	3.059	1	3.059	0.055618181818181824	unrelated
HG03480	HG03480	NA19160	NA19160	3.3	1	3.3	0.06	unrelated
HG03484	HG03484	HG03486	HG03486	30.232	5	7.766	0.5496727272727273	full-sibling
HG03485	HG03485	HG03486	HG03486	31.83	8	7.104	0.5787272727272726	full-sibling
HG03487	HG03487	HG03489	HG03489	42.881	7	9.899	0.7796545454545455	full-sibling
HG03488	HG03488	HG03489	HG03489	49.217	9	8.656	0.8948545454545455	full-sibling
HG03490	HG03490	HG03492	HG03492	41.076	8	10.063	0.7468363636363636	full-sibling
HG03491	HG03491	HG03492	HG03492	52.413	8	9.815	0.9529636363636363	full-sibling
HG03514	HG03514	HG03516	HG03516	42.573	7	9.805	0.7740545454545454	full-sibling
HG03515	HG03515	HG03516	HG03516	36.193	7	12.066	0.6580545454545454	full-sibling
HG03517	HG03517	HG03519	HG03519	50.117000000000004	9	8.505	0.9112181818181819	full-sibling
HG03518	HG03518	HG03519	HG03519	34.227	7	7.14	0.6223090909090908	full-sibling
HG03520	HG03520	HG03522	HG03522	41.299	7	9.414	0.750890909090909	full-sibling
HG03521	HG03521	HG03522	HG03522	44.23	7	12.791	0.8041818181818181	full-sibling
HG03538	HG03538	HG03540	HG03540	28.523	6	7.978	0.5186	full-sibling
HG03539	HG03539	HG03540	HG03540	32.11	6	9.113	0.5838181818181818	full-sibling
HG03574	HG03574	HG03576	HG03576	25.7	5	8.045	0.4672727272727273	full-sibling
HG03575	HG03575	HG03576	HG03576	35.093	5	11.979	0.6380545454545455	full-sibling
HG03575	HG03575	HG03582	HG03582	3.32	1	3.32	0.06036363636363636	unrelated
HG03576	HG03576	HG03582	HG03582	3.32	1	3.32	0.06036363636363636	unrelated
HG03577	HG03577	HG03579	HG03579	37.135	8	6.144	0.6751818181818181	full-sibling
HG03578	HG03578	HG03579	HG03579	46.976	8	9.339	0.8541090909090909	full-sibling
HG03582	HG03582	HG03584	HG03584	31.949	7	6.755	0.5808909090909091	full-sibling
HG03583	HG03583	HG03584	HG03584	39.358	9	6.516	0.7155999999999999	full-sibling
HG03594	HG03594	HG03596	HG03596	40.334	6	12.489	0.7333454545454546	full-sibling
HG03595	HG03595	HG03596	HG03596	44.685	7	10.704	0.8124545454545455	full-sibling
HG03605	HG03605	HG03606	HG03606	36.313	5	12.478	0.6602363636363637	full-sibling
HG03605	HG03605	HG03607	HG03607	37.722	7	9.093	0.6858545454545455	full-sibling
HG03615	HG03615	HG03615	HG03615	13.469000000000001	3	5.416	0.2448909090909091	second-degree
HG03615	HG03615	HG03617	HG03617	59.836999999999996	8	16.246	1.0879454545454545	full-sibling
HG03616	HG03616	HG03617	HG03617	33.566	8	6.925	0.6102909090909091	full-sibling
HG03618	HG03618	HG03620	HG03620	40.666	8	8.862	0.7393818181818181	full-sibling
HG03619	HG03619	HG03619	HG03619	3.532	1	3.532	0.06421818181818181	unrelated
HG03619	HG03619	HG03620	HG03620	43.742	8	8.169	0.7953090909090909	full-sibling
HG03624	HG03624	HG03626	HG03626	49.284	8	10.881	0.8960727272727272	full-sibling
HG03625	HG03625	HG03626	HG03626	52.775	8	9.62	0.9595454545454545	full-sibling
HG03633	HG03633	HG03633	HG03633	4.663	1	4.663	0.08478181818181818	unrelated
HG03633	HG03633	HG03635	HG03635	41.525999999999996	7	11.308	0.7550181818181817	full-sibling
HG03634	HG03634	HG03635	HG03635	43.988	4	16.855	0.7997818181818181	parent-child
HG03639	HG03639	HG03641	HG03641	42.174	5	23.047	0.7668	full-sibling
HG03640	HG03640	HG03641	HG03641	49.259	7	13.748	0.8956181818181819	full-sibling
HG03642	HG03642	HG04204	HG04204	56.501999999999995	7	17.949	1.0273090909090907	full-sibling
HG03642	HG03642	HG04215	HG04215	59.573	10	10.76	1.0831454545454546	full-sibling
HG03649	HG03649	HG03651	HG03651	29.61	7	5.864	0.5383636363636364	full-sibling
HG03650	HG03650	HG03651	HG03651	46.266000000000005	8	10.394	0.8412000000000001	full-sibling
HG03652	HG03652	HG03654	HG03654	45.539	10	7.221	0.8279818181818183	full-sibling
HG03653	HG03653	HG03654	HG03654	32.061	7	6.864	0.5829272727272727	full-sibling
HG03667	HG03667	HG03669	HG03669	45.55	8	11.952	0.8281818181818181	full-sibling
HG03668	HG03668	HG03669	HG03669	32.587	7	10.425	0.5924909090909092	full-sibling
HG03679	HG03679	HG03679	HG03679	4.75	1	4.75	0.08636363636363636	unrelated
HG03679	HG03679	HG04204	HG04204	55.75	8	9.927	1.0136363636363637	full-sibling
HG03679	HG03679	HG04215	HG04215	60.436	9	11.842	1.0988363636363636	full-sibling
HG03682	HG03682	HG03683	HG03683	28.842	4	9.067	0.5244	full-sibling
HG03683	HG03683	HG03684	HG03684	40.913	6	9.273	0.7438727272727272	full-sibling
HG03684	HG03684	HG03688	HG03688	3.059	1	3.059	0.055618181818181824	unrelated
HG03684	HG03684	HG03885	HG03885	3.059	1	3.059	0.055618181818181824	unrelated
HG03688	HG03688	HG03885	HG03885	50.001	10	7.232	0.9091090909090909	full-sibling
HG03688	HG03688	HG03886	HG03886	41.475	8	7.222	0.7540909090909091	full-sibling
HG03699	HG03699	HG03701	HG03701	38.934	7	7.855	0.707890909090909	full-sibling
HG03700	HG03700	HG03701	HG03701	37.8	7	8.281	0.6872727272727273	full-sibling
HG03702	HG03702	HG03704	HG03704	46.294	8	14.128	0.8417090909090909	full-sibling
HG03703	HG03703	HG03704	HG03704	40.557	6	11.673	0.7374	full-sibling
HG03705	HG03705	HG03706	HG03706	3.959	1	3.959	0.07198181818181819	unrelated
HG03705	HG03705	HG03707	HG03707	44.099	7	11.26	0.8018	full-sibling
HG03706	HG03706	HG03707	HG03707	43.286	5	16.673	0.7870181818181818	full-sibling
HG03708	HG03708	HG03710	HG03710	29.785	6	7.644	0.5415454545454546	full-sibling
HG03709	HG03709	HG03710	HG03710	37.566	6	7.112	0.6830181818181819	full-sibling
HG03719	HG03719	HG03722	HG03722	51.468	9	7.149	0.9357818181818183	full-sibling
HG03719	HG03719	HG03725	HG03725	43.903999999999996	10	7.233	0.7982545454545454	full-sibling
HG03721	HG03721	HG03732	HG03732	48.716	7	12.291	0.8857454545454546	full-sibling
HG03727	HG03727	HG03732	HG03732	33.93	6	7.658	0.6169090909090909	full-sibling
HG03761	HG03761	HG03763	HG03763	40.177	7	8.801	0.7304909090909091	full-sibling
HG03762	HG03762	HG03763	HG03763	38.67	8	9.175	0.7030909090909091	full-sibling
HG03793	HG03793	HG03795	HG03795	31.012	7	6.363	0.5638545454545455	full-sibling
HG03794	HG03794	HG03795	HG03795	40.407	7	10.371	0.7346727272727273	full-sibling
HG03796	HG03796	HG03798	HG03798	50.831	8	10.055	0.9242	full-sibling
HG03797	HG03797	HG03798	HG03798	26.511	5	8.776	0.4820181818181818	full-sibling
HG03799	HG03799	HG03801	HG03801	42.832	8	8.434	0.7787636363636363	full-sibling
HG03800	HG03800	HG03801	HG03801	33.913	8	5.364	0.6165999999999999	full-sibling
HG03802	HG03802	HG03804	HG03804	23.411	4	7.284	0.42565454545454545	full-sibling
HG03803	HG03803	HG03804	HG03804	33.37	8	6.618	0.6067272727272727	full-sibling
HG03805	HG03805	HG03806	HG03806	7.116	1	7.116	0.12938181818181818	third-degree
HG03805	HG03805	HG03807	HG03807	56.230999999999995	6	16.595	1.022381818181818	full-sibling
HG03806	HG03806	HG03807	HG03807	55.205	7	14.65	1.0037272727272728	full-sibling
HG03806	HG03806	HG03907	HG03907	3.036	1	3.036	0.0552	unrelated
HG03807	HG03807	HG03807	HG03807	8.008	1	8.008	0.14559999999999998	third-degree
HG03807	HG03807	HG03907	HG03907	3.036	1	3.036	0.0552	unrelated
HG03814	HG03814	HG03816	HG03816	34.693	7	8.905	0.6307818181818181	full-sibling
HG03815	HG03815	HG03816	HG03816	24.506	5	5.881	0.4455636363636364	full-sibling
HG03823	HG03823	HG03825	HG03825	39.275	7	8.329	0.7140909090909091	full-sibling
HG03824	HG03824	HG03825	HG03825	39.318	6	10.324	0.7148727272727272	full-sibling
HG03829	HG03829	HG03831	HG03831	30.204	6	10.671	0.5491636363636364	full-sibling
HG03830	HG03830	HG03831	HG03831	38.519999999999996	6	12.735	0.7003636363636363	full-sibling
HG03832	HG03832	HG03834	HG03834	44.019000000000005	9	11.675	0.8003454545454547	full-sibling
HG03833	HG03833	HG03834	HG03834	43.988	8	7.847	0.7997818181818181	full-sibling
HG03834	HG03834	HG04158	HG04158	3.014	1	3.014	0.054799999999999995	unrelated
HG03834	HG03834	HG04160	HG04160	3.014	1	3.014	0.054799999999999995	unrelated
HG03894	HG03894	HG04115	HG04115	50.066	9	9.361	0.9102909090909092	full-sibling
HG03896	HG03896	HG04115	HG04115	34.069	6	9.274	0.6194363636363637	full-sibling
HG03904	HG03904	HG03906	HG03906	42.735	8	8.334	0.777	full-sibling
HG03905	HG03905	HG03906	HG03906	29.226	5	7.222	0.5313818181818182	full-sibling
HG03907	HG03907	HG03909	HG03909	35.113	6	9.884	0.6384181818181818	full-sibling
HG03908	HG03908	HG03909	HG03909	34.116	9	4.531	0.6202909090909091	full-sibling
HG03913	HG03913	HG03915	HG03915	45.190000000000005	6	16.42	0.8216363636363637	full-sibling
HG03913	HG03913	HG04184	HG04184	4.068	1	4.068	0.07396363636363636	unrelated
HG03914	HG03914	HG03915	HG03915	45.564	6	11.414	0.8284363636363636	full-sibling
HG03925	HG03925	HG03927	HG03927	29.059	6	7.89	0.5283454545454546	full-sibling
HG03926	HG03926	HG03927	HG03927	48.201	7	9.128	0.8763818181818182	full-sibling
HG03928	HG03928	HG03930	HG03930	35.853	8	8.7	0.6518727272727273	full-sibling
HG03929	HG03929	HG03930	HG03930	36.95	6	10.704	0.6718181818181819	full-sibling
HG03940	HG03940	HG03942	HG03942	25.479	4	14.004	0.4632545454545454	full-sibling
HG03941	HG03941	HG03942	HG03942	36.614	6	9.023	0.6657090909090908	full-sibling
HG03941	HG03941	HG04186	HG04186	8.767	2	4.95	0.1594	third-degree
HG03943	HG03943	HG03992	HG03992	60.635	8	19.292	1.1024545454545454	full-sibling
HG03943	HG03943	HG04036	HG04036	49.689	7	14.163	0.9034363636363636	full-sibling
HG03944	HG03944	HG03992	HG03992	63.039	5	32.878	1.1461636363636365	full-sibling
HG03944	HG03944	HG04036	HG04036	68.095	7	21.423	1.2380909090909091	full-sibling
HG03992	HG03992	HG04036	HG04036	89.8	8	29.652	1.6327272727272726	full-sibling
HG04075	HG04075	HG04075	HG04075	9.711	1	9.711	0.17656363636363637	third-degree
HG04075	HG04075	HG04122	HG04122	67.735	8	19.916	1.2315454545454545	full-sibling
HG04099	HG04099	HG04199	HG04199	38.443	6	10.741	0.6989636363636363	full-sibling
HG04100	HG04100	HG04199	HG04199	36.592	7	8.394	0.6653090909090909	full-sibling
HG04122	HG04122	HG04127	HG04127	51.688	7	11.692	0.9397818181818183	full-sibling
HG04131	HG04131	HG04133	HG04133	35.603	8	7.385	0.6473272727272728	full-sibling
HG04132	HG04132	HG04133	HG04133	31.589	7	6.491	0.5743454545454545	full-sibling
HG04134	HG04134	HG04136	HG04136	38.346	7	8.127	0.6971999999999999	full-sibling
HG04135	HG04135	HG04136	HG04136	47.396	8	10.611	0.8617454545454546	full-sibling
HG04140	HG04140	HG04142	HG04142	32.638999999999996	6	9.12	0.5934363636363635	full-sibling
HG04141	HG04141	HG04142	HG04142	28.436	4	11.385	0.5170181818181818	full-sibling
HG04146	HG04146	HG04148	HG04148	31.109	6	7.859	0.5656181818181818	full-sibling
HG04147	HG04147	HG04148	HG04148	29.236	4	11.465	0.5315636363636363	full-sibling
HG04149	HG04149	HG04151	HG04151	36.77	7	6.534	0.6685454545454546	full-sibling
HG04150	HG04150	HG04151	HG04151	25.958	6	5.167	0.4719636363636363	full-sibling
HG04155	HG04155	HG04157	HG04157	47.032000000000004	9	11.069	0.8551272727272728	full-sibling
HG04155	HG04155	HG04192	HG04192	3.959	1	3.959	0.07198181818181819	unrelated
HG04155	HG04155	HG04193	HG04193	3.5	1	3.5	0.06363636363636363	unrelated
HG04156	HG04156	HG04157	HG04157	46.771	8	10.704	0.8503818181818182	full-sibling
HG04158	HG04158	HG04160	HG04160	24.609	4	8.96	0.4474363636363637	full-sibling
HG04159	HG04159	HG04160	HG04160	44.44	7	12.82	0.8079999999999999	full-sibling
HG04173	HG04173	HG04175	HG04175	54.536	8	9.31	0.9915636363636364	full-sibling
HG04173	HG04173	HG04187	HG04187	3.862	1	3.862	0.07021818181818182	unrelated
HG04174	HG04174	HG04175	HG04175	43.866	6	18.517	0.7975636363636364	full-sibling
HG04175	HG04175	HG04187	HG04187	4.485	1	4.485	0.08154545454545455	unrelated
HG04182	HG04182	HG04184	HG04184	40.257	7	8.112	0.7319454545454545	full-sibling
HG04183	HG04183	HG04184	HG04184	34.292	8	7.618	0.6234909090909091	full-sibling
HG04185	HG04185	HG04187	HG04187	43.836	7	9.979	0.7970181818181817	full-sibling
HG04186	HG04186	HG04187	HG04187	49.731	7	12.605	0.9042	full-sibling
HG04191	HG04191	HG04192	HG04192	8.692	2	5.137	0.15803636363636364	third-degree
HG04191	HG04191	HG04193	HG04193	32.926	5	11.802	0.5986545454545454	full-sibling
HG04192	HG04192	HG04193	HG04193	45.125	9	7.419	0.8204545454545454	full-sibling
HG04193	HG04193	HG04193	HG04193	5.472	1	5.472	0.0994909090909091	third-degree
HG04198	HG04198	HG04217	HG04217	40.458	7	8.984	0.7355999999999999	full-sibling
HG04200	HG04200	HG04217	HG04217	47.445	7	14.117	0.8626363636363636	full-sibling
HG04204	HG04204	HG04215	HG04215	57.313	8	12.274	1.0420545454545456	full-sibling
HG04227	HG04227	HG04228	HG04228	29.95	7	5.921	0.5445454545454546	full-sibling
HG04228	HG04228	HG04229	HG04229	47.174	7	14.995	0.8577090909090909	full-sibling
NA06984	NA06984	NA12329	NA12329	49.156	9	11.229	0.8937454545454545	full-sibling
NA06985	NA06985	NA06991	NA06991	47.957	9	7.458	0.8719454545454546	full-sibling
NA06986	NA06986	NA06997	NA06997	52.232	7	12.973	0.9496727272727272	full-sibling
NA06989	NA06989	NA12329	NA12329	40.507	7	7.786	0.7364909090909091	full-sibling
NA06991	NA06991	NA06993	NA06993	53.203	7	15.011	0.9673272727272728	full-sibling
NA06991	NA06991	NA07056	NA07056	3.732	1	3.732	0.06785454545454546	unrelated
NA06991	NA06991	NA12748	NA12748	3.081	1	3.081	0.056018181818181814	unrelated
NA06993	NA06993	NA07056	NA07056	3.732	1	3.732	0.06785454545454546	unrelated
NA06994	NA06994	NA07029	NA07029	46.89	6	16.867	0.8525454545454546	full-sibling
NA06995	NA06995	NA07037	NA07037	39.894999999999996	5	11.554	0.7253636363636363	full-sibling
NA06995	NA06995	NA07435	NA07435	55.856	9	13.64	1.0155636363636364	full-sibling
NA06995	NA06995	NA12386	NA12386	5.495	1	5.495	0.0999090909090909	third-degree
NA06995	NA06995	NA12400	NA12400	4.723	1	4.723	0.08587272727272727	unrelated
NA06997	NA06997	NA07045	NA07045	58.289	10	12.293	1.0598	full-sibling
NA06997	NA06997	NA12801	NA12801	28.245	4	12.259	0.5135454545454545	full-sibling
NA06997	NA06997	NA12813	NA12813	51.744	4	19.87	0.9408	parent-child
NA07000	NA07000	NA07029	NA07029	46.327	8	9.327	0.8423090909090909	full-sibling
NA07014	NA07014	NA07031	NA07031	63.515	8	16.479	1.1548181818181817	full-sibling
NA07014	NA07014	NA07051	NA07051	59.581	9	11.492	1.083290909090909	full-sibling
NA07019	NA07019	NA07022	NA07022	53.4	8	14.938	0.9709090909090908	full-sibling
NA07019	NA07019	NA07056	NA07056	45.216	9	7.749	0.8221090909090909	full-sibling
NA07031	NA07031	NA10857	NA10857	5.603	1	5.603	0.10187272727272727	third-degree
NA07031	NA07031	NA12043	NA12043	4.835	1	4.835	0.08790909090909091	unrelated
NA07034	NA07034	NA07048	NA07048	58.247	6	16.311	1.0590363636363636	full-sibling
NA07034	NA07034	NA12830	NA12830	6.707	1	6.707	0.12194545454545454	third-degree
NA07037	NA07037	NA12386	NA12386	5.495	1	5.495	0.0999090909090909	third-degree
NA07037	NA07037	NA12400	NA12400	4.723	1	4.723	0.08587272727272727	unrelated
NA07045	NA07045	NA12801	NA12801	51.758	9	10.425	0.9410545454545455	full-sibling
NA07045	NA07045	NA12813	NA12813	86.239	15	13.898	1.5679818181818184	full-sibling
NA07048	NA07048	NA07055	NA07055	52.386	9	9.171	0.9524727272727274	full-sibling
NA07055	NA07055	NA12046	NA12046	8.381	2	5.298	0.15238181818181817	third-degree
NA07345	NA07345	NA07348	NA07348	54.184	7	16.402	0.9851636363636364	full-sibling
NA07346	NA07346	NA07349	NA07349	54.727999999999994	10	8.796	0.9950545454545453	full-sibling
NA07347	NA07347	NA07349	NA07349	49.759	6	25.256	0.9047090909090909	full-sibling
NA07348	NA07348	NA07357	NA07357	38.671	6	11.88	0.7031090909090909	full-sibling
NA10830	NA10830	NA12154	NA12154	53.313	8	9.235	0.9693272727272728	full-sibling
NA10830	NA10830	NA12236	NA12236	53.427	9	12.874	0.9714	full-sibling
NA10831	NA10831	NA10863	NA10863	10.228	1	10.228	0.18596363636363636	second-degree
NA10831	NA10831	NA12155	NA12155	52.743	5	25.82	0.9589636363636364	full-sibling
NA10831	NA10831	NA12156	NA12156	58.634	9	18.229	1.0660727272727273	full-sibling
NA10831	NA10831	NA12264	NA12264	23.542	3	17.332	0.42803636363636366	full-sibling
NA10835	NA10835	NA12248	NA12248	52.391	5	18.406	0.9525636363636363	full-sibling
NA10835	NA10835	NA12249	NA12249	48.524	7	12.291	0.8822545454545455	full-sibling
NA10836	NA10836	NA12274	NA12274	43.285	6	18.435	0.7869999999999999	full-sibling
NA10836	NA10836	NA12275	NA12275	54.857	8	13.753	0.9974	full-sibling
NA10836	NA10836	NA12761	NA12761	6.94	2	3.857	0.1261818181818182	third-degree
NA10837	NA10837	NA12272	NA12272	43.71	8	8.028	0.7947272727272727	full-sibling
NA10837	NA10837	NA12273	NA12273	55.378	11	11.554	1.0068727272727274	full-sibling
NA10838	NA10838	NA11881	NA11881	3.505	1	3.505	0.06372727272727273	unrelated
NA10838	NA10838	NA12003	NA12003	47.760999999999996	7	14.45	0.8683818181818181	full-sibling
NA10838	NA10838	NA12004	NA12004	54.149	9	8.028	0.9845272727272727	full-sibling
NA10838	NA10838	NA12239	NA12239	4.439	1	4.439	0.08070909090909091	unrelated
NA10839	NA10839	NA12005	NA12005	47.693	7	8.664	0.8671454545454546	full-sibling
NA10839	NA10839	NA12006	NA12006	50.339	6	13.748	0.9152545454545454	full-sibling
NA10840	NA10840	NA12286	NA12286	46.555	7	15.332	0.8464545454545455	full-sibling
NA10840	NA10840	NA12287	NA12287	48.304	8	11.033	0.8782545454545455	full-sibling
NA10842	NA10842	NA11917	NA11917	47.286	7	11.148	0.8597454545454546	full-sibling
NA10842	NA10842	NA11918	NA11918	40.760999999999996	8	8.543	0.7411090909090908	full-sibling
NA10843	NA10843	NA11919	NA11919	42.271	6	11.714	0.7685636363636363	full-sibling
NA10843	NA10843	NA11920	NA11920	60.870999999999995	8	13.221	1.1067454545454545	full-sibling
NA10845	NA10845	NA11930	NA11930	52.582	8	11.146	0.9560363636363637	full-sibling
NA10845	NA10845	NA11931	NA11931	58.616	5	25.637	1.0657454545454546	full-sibling
NA10846	NA10846	NA12144	NA12144	46.572	6	18.798	0.8467636363636364	full-sibling
NA10846	NA10846	NA12145	NA12145	42.456	9	8.033	0.7719272727272728	full-sibling
NA10847	NA10847	NA12146	NA12146	44.456	5	18.467	0.8082909090909092	full-sibling
NA10847	NA10847	NA12239	NA12239	57.278999999999996	9	11.475	1.0414363636363635	full-sibling
NA10851	NA10851	NA12056	NA12056	43.342999999999996	5	16.499	0.7880545454545453	full-sibling
NA10851	NA10851	NA12057	NA12057	51.057	6	13.563	0.928309090909091	full-sibling
NA10852	NA10852	NA12045	NA12045	47.89	7	12.553	0.8707272727272727	full-sibling
NA10852	NA10852	NA12046	NA12046	57.195	6	16.821	1.039909090909091	full-sibling
NA10854	NA10854	NA11839	NA11839	45.107	7	13.241	0.8201272727272727	full-sibling
NA10854	NA10854	NA11840	NA11840	55.827	8	12.631	1.0150363636363635	full-sibling
NA10855	NA10855	NA11831	NA11831	54.303	8	14.456	0.9873272727272727	full-sibling
NA10855	NA10855	NA11832	NA11832	52.015	7	12.262	0.9457272727272727	full-sibling
NA10856	NA10856	NA11829	NA11829	36.708	7	8.279	0.6674181818181818	full-sibling
NA10856	NA10856	NA11830	NA11830	44.18	6	16.755	0.8032727272727272	full-sibling
NA10857	NA10857	NA12043	NA12043	54.586999999999996	6	15.209	0.992490909090909	full-sibling
NA10857	NA10857	NA12044	NA12044	55.41	8	10.108	1.0074545454545454	full-sibling
NA10859	NA10859	NA11881	NA11881	62.952	11	10.599	1.1445818181818181	full-sibling
NA10859	NA10859	NA11882	NA11882	41.627	8	7.998	0.7568545454545454	full-sibling
NA10860	NA10860	NA11992	NA11992	52.253	7	11.05	0.9500545454545455	full-sibling
NA10860	NA10860	NA11993	NA11993	54.934	8	14.707	0.9987999999999999	full-sibling
NA10861	NA10861	NA11994	NA11994	45.625	9	10.825	0.8295454545454546	full-sibling
NA10861	NA10861	NA11995	NA11995	39.144999999999996	6	10.312	0.7117272727272727	full-sibling
NA10863	NA10863	NA12155	NA12155	10.228	1	10.228	0.18596363636363636	second-degree
NA10863	NA10863	NA12234	NA12234	57.602	11	9.966	1.0473090909090907	full-sibling
NA10863	NA10863	NA12264	NA12264	52.727	9	15.487	0.9586727272727272	full-sibling
NA10864	NA10864	NA11893	NA11893	53.596000000000004	7	17.265	0.9744727272727274	full-sibling
NA10864	NA10864	NA11894	NA11894	54.95399999999999	6	17.031	0.9991636363636363	full-sibling
NA10865	NA10865	NA11891	NA11891	50.56	8	11.471	0.9192727272727274	full-sibling
NA10865	NA10865	NA11892	NA11892	48.696	8	10.11	0.8853818181818182	full-sibling
NA11881	NA11881	NA12003	NA12003	3.505	1	3.505	0.06372727272727273	unrelated
NA11881	NA11881	NA12753	NA12753	3.305	1	3.305	0.06009090909090909	unrelated
NA11919	NA11919	NA12044	NA12044	5.913	1	5.913	0.10750909090909092	third-degree
NA11931	NA11931	NA12400	NA12400	3.306	1	3.306	0.06010909090909091	unrelated
NA11931	NA11931	NA12739	NA12739	8.593	2	5.51	0.15623636363636365	third-degree
NA11931	NA11931	NA12748	NA12748	7.9270000000000005	2	4.844	0.14412727272727274	third-degree
NA11994	NA11994	NA11994	NA11994	3.195	1	3.195	0.05809090909090909	unrelated
NA12003	NA12003	NA12239	NA12239	4.439	1	4.439	0.08070909090909091	unrelated
NA12155	NA12155	NA12264	NA12264	23.542	3	17.332	0.42803636363636366	full-sibling
NA12156	NA12156	NA12874	NA12874	3.949	1	3.949	0.0718	unrelated
NA12335	NA12335	NA12340	NA12340	50.288	7	9.552	0.9143272727272727	full-sibling
NA12335	NA12335	NA12341	NA12341	49.152	7	14.362	0.8936727272727273	full-sibling
NA12336	NA12336	NA12342	NA12342	44.674	8	11.173	0.8122545454545455	full-sibling
NA12336	NA12336	NA12343	NA12343	56.552	9	11.211	1.028218181818182	full-sibling
NA12344	NA12344	NA12347	NA12347	46.047000000000004	7	12.614	0.8372181818181819	full-sibling
NA12344	NA12344	NA12348	NA12348	42.499	6	11.166	0.7727090909090909	full-sibling
NA12376	NA12376	NA12489	NA12489	47.363	9	8.247	0.8611454545454545	full-sibling
NA12376	NA12376	NA12546	NA12546	59.496	9	13.245	1.0817454545454546	full-sibling
NA12386	NA12386	NA12399	NA12399	36.237	6	15.643	0.6588545454545455	full-sibling
NA12386	NA12386	NA12400	NA12400	49.25	8	17.495	0.8954545454545455	full-sibling
NA12413	NA12413	NA12485	NA12485	47.82899999999999	6	16.06	0.8696181818181817	full-sibling
NA12414	NA12414	NA12485	NA12485	48.47	8	9.564	0.8812727272727272	full-sibling
NA12707	NA12707	NA12716	NA12716	45.003	3	21.249	0.8182363636363637	parent-child
NA12707	NA12707	NA12717	NA12717	38.408	7	7.707	0.6983272727272728	full-sibling
NA12739	NA12739	NA12748	NA12748	43.106	8	10.087	0.7837454545454545	full-sibling
NA12739	NA12739	NA12749	NA12749	45.665000000000006	8	10.481	0.8302727272727274	full-sibling
NA12740	NA12740	NA12750	NA12750	56.69799999999999	7	16.246	1.0308727272727272	full-sibling
NA12740	NA12740	NA12751	NA12751	48.69799999999999	7	12.443	0.8854181818181817	full-sibling
NA12752	NA12752	NA12760	NA12760	62.59	7	18.53	1.1380000000000001	full-sibling
NA12752	NA12752	NA12761	NA12761	42.573	7	12.125	0.7740545454545454	full-sibling
NA12752	NA12752	NA12818	NA12818	13.094999999999999	2	6.874	0.23809090909090908	second-degree
NA12752	NA12752	NA12830	NA12830	6.874	1	6.874	0.12498181818181818	third-degree
NA12753	NA12753	NA12762	NA12762	45.871	9	7.535	0.8340181818181819	full-sibling
NA12753	NA12753	NA12763	NA12763	41.294	6	11.573	0.7507999999999999	full-sibling
NA12760	NA12760	NA12818	NA12818	37.982	5	11.777	0.6905818181818182	full-sibling
NA12760	NA12760	NA12830	NA12830	28.878999999999998	3	11.777	0.5250727272727272	full-sibling
NA12766	NA12766	NA12775	NA12775	50.825	6	23.195	0.9240909090909092	full-sibling
NA12766	NA12766	NA12776	NA12776	43.986999999999995	8	9.877	0.7997636363636362	full-sibling
NA12767	NA12767	NA12777	NA12777	60.706	6	21.011	1.1037454545454546	full-sibling
NA12767	NA12767	NA12778	NA12778	55.855000000000004	9	9.897	1.0155454545454545	full-sibling
NA12801	NA12801	NA12812	NA12812	47.968	7	14.543	0.8721454545454546	full-sibling
NA12801	NA12801	NA12813	NA12813	50.079	7	10.425	0.9105272727272727	full-sibling
NA12802	NA12802	NA12814	NA12814	52.325	8	17.146	0.9513636363636364	full-sibling
NA12802	NA12802	NA12815	NA12815	47.205	6	12.824	0.8582727272727272	full-sibling
NA12817	NA12817	NA12827	NA12827	51.59	6	21.675	0.9380000000000001	full-sibling
NA12817	NA12817	NA12828	NA12828	60.101	6	27.971	1.0927454545454545	full-sibling
NA12818	NA12818	NA12829	NA12829	56.572	5	34.456	1.0285818181818183	full-sibling
NA12818	NA12818	NA12830	NA12830	52.573	7	17.316	0.9558727272727273	full-sibling
NA12832	NA12832	NA12842	NA12842	60.094	5	37.636	1.092618181818182	full-sibling
NA12832	NA12832	NA12843	NA12843	52.884	7	14.199	0.9615272727272728	full-sibling
NA12864	NA12864	NA12872	NA12872	52.193	7	10.588	0.9489636363636363	full-sibling
NA12864	NA12864	NA12873	NA12873	44.156	5	12.927	0.8028363636363636	full-sibling
NA12865	NA12865	NA12874	NA12874	27.574	6	6.315	0.5013454545454545	full-sibling
NA12865	NA12865	NA12875	NA12875	49.422	9	10.625	0.8985818181818181	full-sibling
