fid1	iid1	fid2	iid2	total_ibd_cm	num_segments	predicted_relationship
HG01979	HG01979	HG01981	HG01981	47.887	8	full-sibling
HG01979	HG01979	HG02004	HG02004	3.784	1	unrelated
HG01979	HG01979	HG02298	HG02298	3.784	1	unrelated
HG01979	HG01979	NA19679	NA19679	3.083	1	unrelated
HG01980	HG01980	HG01981	HG01981	37.359	6	full-sibling
HG01981	HG01981	HG02004	HG02004	3.784	1	unrelated
HG01981	HG01981	HG02298	HG02298	3.784	1	unrelated
HG01981	HG01981	NA19679	NA19679	3.083	1	unrelated
HG01982	HG01982	HG01984	HG01984	41.877	8	full-sibling
HG01983	HG01983	HG01984	HG01984	52.494	6	full-sibling
HG01987	HG01987	HG01990	HG01990	43.846	8	full-sibling
HG01987	HG01987	HG02012	HG02012	50.077	8	full-sibling
HG01991	HG01991	HG01993	HG01993	44.96	7	full-sibling
HG01992	HG01992	HG01993	HG01993	43.763	7	full-sibling
HG01997	HG01997	HG01998	HG01998	44.947	9	full-sibling
HG01998	HG01998	HG02008	HG02008	51.737	8	full-sibling
HG01998	HG01998	HG02287	HG02287	3.238	1	unrelated
HG02002	HG02002	HG02004	HG02004	31.465000000000003	7	full-sibling
HG02002	HG02002	HG02298	HG02298	3.516	1	unrelated
HG02003	HG02003	HG02004	HG02004	54.153999999999996	10	full-sibling
HG02004	HG02004	HG02298	HG02298	9.683	2	third-degree
HG02009	HG02009	HG02011	HG02011	34.196	8	full-sibling
HG02010	HG02010	HG02011	HG02011	31.068	7	full-sibling
HG02010	HG02010	HG03366	HG03366	3.292	1	unrelated
HG02010	HG02010	HG03368	HG03368	3.292	1	unrelated
HG02015	HG02015	HG02016	HG02016	41.589	7	full-sibling
HG02015	HG02015	HG02017	HG02017	45.833999999999996	8	full-sibling
HG02018	HG02018	HG02019	HG02019	49.402	8	full-sibling
HG02018	HG02018	HG02020	HG02020	51.531000000000006	8	full-sibling
HG02024	HG02024	HG02025	HG02025	44.599	8	full-sibling
HG02024	HG02024	HG02026	HG02026	42.708	7	full-sibling
HG02027	HG02027	HG02028	HG02028	40.643	7	full-sibling
HG02027	HG02027	HG02029	HG02029	41.242	7	full-sibling
HG02030	HG02030	HG02031	HG02031	41.608	9	full-sibling
HG02030	HG02030	HG02032	HG02032	44.252	10	full-sibling
HG02053	HG02053	HG02055	HG02055	30.162000000000003	8	full-sibling
HG02054	HG02054	HG02055	HG02055	45.504	8	full-sibling
HG02056	HG02056	HG02057	HG02057	43.234	6	full-sibling
HG02056	HG02056	HG02058	HG02058	32.355000000000004	6	full-sibling
HG02059	HG02059	HG02059	HG02059	34.567	2	parent-child
HG02059	HG02059	HG02060	HG02060	79.10900000000001	11	full-sibling
HG02059	HG02059	HG02061	HG02061	85.529	6	full-sibling
HG02060	HG02060	HG02061	HG02061	31.076	4	full-sibling
HG02068	HG02068	HG02069	HG02069	32.815000000000005	7	full-sibling
HG02068	HG02068	HG02070	HG02070	43.593	9	full-sibling
HG02071	HG02071	HG02072	HG02072	31.389	6	full-sibling
HG02071	HG02071	HG02073	HG02073	34.394	7	full-sibling
HG02074	HG02074	HG02075	HG02075	54.164	8	full-sibling
HG02074	HG02074	HG02076	HG02076	47.677	8	full-sibling
HG02077	HG02077	HG02078	HG02078	32.835	6	full-sibling
HG02077	HG02077	HG02079	HG02079	38.412	8	full-sibling
HG02080	HG02080	HG02081	HG02081	53.150000000000006	7	full-sibling
HG02080	HG02080	HG02082	HG02082	53.233000000000004	9	full-sibling
HG02083	HG02083	HG02084	HG02084	44.269999999999996	7	full-sibling
HG02083	HG02083	HG02085	HG02085	46.016	7	full-sibling
HG02089	HG02089	HG02091	HG02091	43.114000000000004	5	full-sibling
HG02090	HG02090	HG02091	HG02091	43.712	9	full-sibling
HG02104	HG02104	HG02106	HG02106	33.85	7	full-sibling
HG02105	HG02105	HG02106	HG02106	55.044000000000004	8	full-sibling
HG02120	HG02120	HG02121	HG02121	44.229	5	full-sibling
HG02120	HG02120	HG02122	HG02122	56.096000000000004	10	full-sibling
HG02126	HG02126	HG02127	HG02127	32.003	6	full-sibling
HG02126	HG02126	HG02128	HG02128	41.495	7	full-sibling
HG02129	HG02129	HG02130	HG02130	41.796	8	full-sibling
HG02129	HG02129	HG02131	HG02131	38.317	7	full-sibling
HG02132	HG02132	HG02133	HG02133	42.039	9	full-sibling
HG02132	HG02132	HG02134	HG02134	35.35	8	full-sibling
HG02135	HG02135	HG02136	HG02136	51.597	9	full-sibling
HG02135	HG02135	HG02137	HG02137	54.207	6	full-sibling
HG02135	HG02135	HG02521	HG02521	3.276	1	unrelated
HG02143	HG02143	HG02145	HG02145	30.824	6	full-sibling
HG02144	HG02144	HG02145	HG02145	39.721000000000004	8	full-sibling
HG02144	HG02144	NA19225	NA19225	3.006	1	unrelated
HG02146	HG02146	HG02148	HG02148	54.475	8	full-sibling
HG02147	HG02147	HG02148	HG02148	36.993	5	full-sibling
HG02220	HG02220	HG02222	HG02222	45.047	6	full-sibling
HG02221	HG02221	HG02222	HG02222	37.335	5	full-sibling
HG02223	HG02223	HG02225	HG02225	43.096000000000004	5	full-sibling
HG02224	HG02224	HG02225	HG02225	40.202	6	full-sibling
HG02229	HG02229	HG02230	HG02230	50.788000000000004	7	full-sibling
HG02229	HG02229	HG02231	HG02231	54.061	7	full-sibling
HG02232	HG02232	HG02234	HG02234	51.795	9	full-sibling
HG02233	HG02233	HG02234	HG02234	51.682	6	full-sibling
HG02235	HG02235	HG02237	HG02237	37.676	6	full-sibling
HG02236	HG02236	HG02237	HG02237	52.402	7	full-sibling
HG02238	HG02238	HG02240	HG02240	44.714	5	full-sibling
HG02239	HG02239	HG02240	HG02240	59.587	10	full-sibling
HG02255	HG02255	HG02257	HG02257	18.566	3	second-degree
HG02256	HG02256	HG02257	HG02257	16.995	3	second-degree
HG02258	HG02258	HG02314	HG02314	22.782	5	full-sibling
HG02258	HG02258	HG02315	HG02315	41.199	8	full-sibling
HG02259	HG02259	HG02261	HG02261	29.885	6	full-sibling
HG02260	HG02260	HG02261	HG02261	47.033	9	full-sibling
HG02271	HG02271	HG02273	HG02273	29.77	5	full-sibling
HG02272	HG02272	HG02273	HG02273	42.402	5	full-sibling
HG02273	HG02273	HG02291	HG02291	3.189	1	unrelated
HG02273	HG02273	HG02293	HG02293	4.145	1	unrelated
HG02277	HG02277	HG02279	HG02279	47.527	9	full-sibling
HG02278	HG02278	HG02279	HG02279	41.63	11	full-sibling
HG02280	HG02280	HG02307	HG02307	31.285	6	full-sibling
HG02280	HG02280	HG02308	HG02308	25.163	4	full-sibling
HG02281	HG02281	HG02321	HG02321	46.034	6	full-sibling
HG02282	HG02282	HG02321	HG02321	33.888	6	full-sibling
HG02285	HG02285	HG02287	HG02287	38.763	5	full-sibling
HG02286	HG02286	HG02287	HG02287	37.575	6	full-sibling
HG02291	HG02291	HG02293	HG02293	35.649	6	full-sibling
HG02292	HG02292	HG02293	HG02293	42.918	6	full-sibling
HG02298	HG02298	HG02300	HG02300	46.51	6	full-sibling
HG02298	HG02298	HG02302	HG02302	55.05	11	full-sibling
HG02298	HG02298	HG02303	HG02303	32.35	5	full-sibling
HG02299	HG02299	HG02300	HG02300	49.391	8	full-sibling
HG02300	HG02300	HG02302	HG02302	31.716	6	full-sibling
HG02300	HG02300	HG02303	HG02303	13.855	2	second-degree
HG02301	HG02301	HG02303	HG02303	54.349	8	full-sibling
HG02302	HG02302	HG02303	HG02303	58.341	10	full-sibling
HG02316	HG02316	HG02317	HG02317	41.138000000000005	5	full-sibling
HG02316	HG02316	HG02318	HG02318	41.004	4	parent-child
HG02449	HG02449	HG02451	HG02451	38.595	5	full-sibling
HG02450	HG02450	HG02451	HG02451	42.249	8	full-sibling
HG02461	HG02461	HG02463	HG02463	29.961	5	full-sibling
HG02462	HG02462	HG02463	HG02463	39.049	6	full-sibling
HG02462	HG02462	HG02611	HG02611	13.346	3	second-degree
HG02464	HG02464	HG02466	HG02466	41.521	7	full-sibling
HG02464	HG02464	HG02629	HG02629	4.373	1	unrelated
HG02464	HG02464	HG02630	HG02630	4.373	1	unrelated
HG02465	HG02465	HG02466	HG02466	47.696	8	full-sibling
HG02465	HG02465	HG02571	HG02571	3.789	1	unrelated
HG02465	HG02465	HG02629	HG02629	3.916	1	unrelated
HG02465	HG02465	HG02630	HG02630	4.332	1	unrelated
HG02466	HG02466	HG02466	HG02466	3.148	1	unrelated
HG02466	HG02466	HG03049	HG03049	3.328	1	unrelated
HG02490	HG02490	HG02492	HG02492	35.105	6	full-sibling
HG02491	HG02491	HG02492	HG02492	51.496	10	full-sibling
HG02493	HG02493	HG02495	HG02495	47.934	9	full-sibling
HG02493	HG02493	HG02734	HG02734	3.014	1	unrelated
HG02493	HG02493	HG02735	HG02735	3.806	1	unrelated
HG02494	HG02494	HG02495	HG02495	51.469	9	full-sibling
HG02495	HG02495	HG02734	HG02734	3.014	1	unrelated
HG02495	HG02495	HG02735	HG02735	3.806	1	unrelated
HG02512	HG02512	HG02514	HG02514	45.914	8	full-sibling
HG02513	HG02513	HG02514	HG02514	41.085	8	full-sibling
HG02521	HG02521	HG02523	HG02523	38.858000000000004	9	full-sibling
HG02522	HG02522	HG02523	HG02523	41.022999999999996	7	full-sibling
HG02524	HG02524	HG02526	HG02526	37.671	6	full-sibling
HG02525	HG02525	HG02526	HG02526	45.634	8	full-sibling
HG02561	HG02561	HG02563	HG02563	46.878	8	full-sibling
HG02562	HG02562	HG02563	HG02563	47.759	7	full-sibling
HG02562	HG02562	HG02764	HG02764	7.122	2	third-degree
HG02562	HG02562	HG02814	HG02814	5.217	1	third-degree
HG02562	HG02562	HG02815	HG02815	5.217	1	third-degree
HG02570	HG02570	HG02572	HG02572	25.692	4	full-sibling
HG02571	HG02571	HG02572	HG02572	38.959	7	full-sibling
HG02571	HG02571	HG02629	HG02629	7.552	2	third-degree
HG02571	HG02571	HG02630	HG02630	7.779	2	third-degree
HG02573	HG02573	HG02574	HG02574	5.459	1	third-degree
HG02573	HG02573	HG02575	HG02575	39.744	9	full-sibling
HG02574	HG02574	HG02575	HG02575	22.169	5	full-sibling
HG02575	HG02575	HG02575	HG02575	4.626	1	unrelated
HG02582	HG02582	HG02584	HG02584	32.063	5	full-sibling
HG02583	HG02583	HG02584	HG02584	31.15	5	full-sibling
HG02583	HG02583	HG02869	HG02869	5.039	1	third-degree
HG02583	HG02583	HG02882	HG02882	3.176	1	unrelated
HG02583	HG02583	HG02883	HG02883	3.831	1	unrelated
HG02584	HG02584	HG02869	HG02869	5.039	1	third-degree
HG02585	HG02585	HG02587	HG02587	32.419	8	full-sibling
HG02585	HG02585	HG02798	HG02798	4.004	1	unrelated
HG02585	HG02585	HG02800	HG02800	4.188	1	unrelated
HG02586	HG02586	HG02587	HG02587	42.066	9	full-sibling
HG02587	HG02587	HG02798	HG02798	6.555	1	third-degree
HG02587	HG02587	HG02800	HG02800	6.739	1	third-degree
HG02588	HG02588	HG02590	HG02590	38.504000000000005	9	full-sibling
HG02589	HG02589	HG02590	HG02590	46.75	9	full-sibling
HG02589	HG02589	HG02840	HG02840	3.13	1	unrelated
HG02594	HG02594	HG02596	HG02596	46.155	8	full-sibling
HG02595	HG02595	HG02596	HG02596	44.603	8	full-sibling
HG02595	HG02595	HG02642	HG02642	3.606	1	unrelated
HG02595	HG02595	HG02644	HG02644	3.606	1	unrelated
HG02596	HG02596	HG02642	HG02642	3.606	1	unrelated
HG02596	HG02596	HG02644	HG02644	3.606	1	unrelated
HG02600	HG02600	HG02602	HG02602	47.339	9	full-sibling
HG02601	HG02601	HG02602	HG02602	48.87	8	full-sibling
HG02603	HG02603	HG02605	HG02605	35.751000000000005	4	parent-child
HG02604	HG02604	HG02604	HG02604	8.803	2	third-degree
HG02604	HG02604	HG02605	HG02605	49.786	9	full-sibling
HG02610	HG02610	HG02612	HG02612	38.516999999999996	6	full-sibling
HG02610	HG02610	HG02624	HG02624	9.629999999999999	2	third-degree
HG02611	HG02611	HG02612	HG02612	38.323	7	full-sibling
HG02611	HG02611	HG02878	HG02878	3.09	1	unrelated
HG02612	HG02612	HG02878	HG02878	4.716	1	unrelated
HG02613	HG02613	HG02615	HG02615	19.891	5	second-degree
HG02614	HG02614	HG02615	HG02615	24.728	5	full-sibling
HG02620	HG02620	HG02621	HG02621	3.378	1	unrelated
HG02620	HG02620	HG02622	HG02622	40.711	8	full-sibling
HG02621	HG02621	HG02622	HG02622	32.862	8	full-sibling
HG02623	HG02623	HG02625	HG02625	43.099000000000004	9	full-sibling
HG02624	HG02624	HG02625	HG02625	32.308	5	full-sibling
HG02624	HG02624	HG02643	HG02643	3.507	1	unrelated
HG02624	HG02624	HG02644	HG02644	3.507	1	unrelated
HG02624	HG02624	HG02837	HG02837	4.061	1	unrelated
HG02625	HG02625	HG02643	HG02643	4.829	1	unrelated
HG02625	HG02625	HG02644	HG02644	4.829	1	unrelated
HG02628	HG02628	HG02630	HG02630	34.616	7	full-sibling
HG02629	HG02629	HG02630	HG02630	50.173	11	full-sibling
HG02634	HG02634	HG02636	HG02636	34.112	6	full-sibling
HG02635	HG02635	HG02636	HG02636	21.267	5	full-sibling
HG02642	HG02642	HG02644	HG02644	44.668	7	full-sibling
HG02643	HG02643	HG02644	HG02644	41.35	8	full-sibling
HG02644	HG02644	HG02645	HG02645	4.102	1	unrelated
HG02645	HG02645	HG02647	HG02647	50.193	11	full-sibling
HG02646	HG02646	HG02647	HG02647	37.604	8	full-sibling
HG02647	HG02647	HG02860	HG02860	3.137	1	unrelated
HG02647	HG02647	HG02862	HG02862	3.137	1	unrelated
HG02648	HG02648	HG02649	HG02649	4.466	1	unrelated
HG02648	HG02648	HG02650	HG02650	41.576	8	full-sibling
HG02649	HG02649	HG02650	HG02650	43.448	7	full-sibling
HG02651	HG02651	HG02653	HG02653	35.946	5	full-sibling
HG02652	HG02652	HG02653	HG02653	39.873000000000005	6	full-sibling
HG02652	HG02652	HG02792	HG02792	3.73	1	unrelated
HG02652	HG02652	HG02794	HG02794	3.73	1	unrelated
HG02654	HG02654	HG02656	HG02656	39.62	6	full-sibling
HG02655	HG02655	HG02656	HG02656	26.991	6	full-sibling
HG02656	HG02656	HG03620	HG03620	3.115	1	unrelated
HG02657	HG02657	HG02658	HG02658	43.433	8	full-sibling
HG02657	HG02657	HG02659	HG02659	74.653	13	full-sibling
HG02658	HG02658	HG02658	HG02658	5.496	1	third-degree
HG02658	HG02658	HG02659	HG02659	80.188	12	full-sibling
HG02659	HG02659	HG02659	HG02659	20.458	4	full-sibling
HG02660	HG02660	HG02661	HG02661	7.916	2	third-degree
HG02660	HG02660	HG02662	HG02662	56.397	10	full-sibling
HG02661	HG02661	HG02662	HG02662	33.620000000000005	5	full-sibling
HG02666	HG02666	HG02668	HG02668	42.831	9	full-sibling
HG02667	HG02667	HG02668	HG02668	41.762	9	full-sibling
HG02667	HG02667	HG02895	HG02895	6.306	1	third-degree
HG02667	HG02667	HG02897	HG02897	7.57	1	third-degree
HG02668	HG02668	HG02895	HG02895	6.591	1	third-degree
HG02668	HG02668	HG02897	HG02897	6.865	1	third-degree
HG02675	HG02675	HG02677	HG02677	34.073	6	full-sibling
HG02676	HG02676	HG02677	HG02677	32.777	6	full-sibling
HG02678	HG02678	HG02678	HG02678	10.264	1	second-degree
HG02678	HG02678	HG02680	HG02680	53.918	7	full-sibling
HG02679	HG02679	HG02680	HG02680	37.962	8	full-sibling
HG02679	HG02679	NA19713	NA19713	3.083	1	unrelated
HG02679	HG02679	NA19983	NA19983	3.083	1	unrelated
HG02681	HG02681	HG02683	HG02683	38.331	7	full-sibling
HG02682	HG02682	HG02683	HG02683	42.312	8	full-sibling
HG02684	HG02684	HG02686	HG02686	42.006	5	full-sibling
HG02684	HG02684	HG02724	HG02724	3.613	1	unrelated
HG02684	HG02684	HG02726	HG02726	3.73	1	unrelated
HG02684	HG02684	HG02783	HG02783	4.506	1	unrelated
HG02684	HG02684	HG03640	HG03640	4.952	1	unrelated
HG02684	HG02684	HG03641	HG03641	4.952	1	unrelated
HG02685	HG02685	HG02686	HG02686	42.355000000000004	7	full-sibling
HG02685	HG02685	HG02725	HG02725	3.011	1	unrelated
HG02685	HG02685	HG02726	HG02726	3.011	1	unrelated
HG02685	HG02685	HG02729	HG02729	3.696	1	unrelated
HG02685	HG02685	HG02774	HG02774	3.308	1	unrelated
HG02685	HG02685	HG02776	HG02776	3.308	1	unrelated
HG02685	HG02685	HG02789	HG02789	9.615	2	third-degree
HG02686	HG02686	HG02724	HG02724	3.613	1	unrelated
HG02686	HG02686	HG02726	HG02726	3.73	1	unrelated
HG02686	HG02686	HG02774	HG02774	3.408	1	unrelated
HG02686	HG02686	HG02776	HG02776	3.408	1	unrelated
HG02686	HG02686	HG02783	HG02783	4.506	1	unrelated
HG02686	HG02686	HG02789	HG02789	9.716	1	third-degree
HG02686	HG02686	HG03640	HG03640	4.952	1	unrelated
HG02686	HG02686	HG03641	HG03641	4.952	1	unrelated
HG02687	HG02687	HG02688	HG02688	3.943	1	unrelated
HG02687	HG02687	HG02689	HG02689	47.069	7	full-sibling
HG02687	HG02687	HG02725	HG02725	3.258	1	unrelated
HG02687	HG02687	HG02726	HG02726	5.569	1	third-degree
HG02687	HG02687	HG02727	HG02727	3.014	1	unrelated
HG02687	HG02687	HG02729	HG02729	3.014	1	unrelated
HG02687	HG02687	HG02793	HG02793	4.127	1	unrelated
HG02687	HG02687	HG02794	HG02794	4.127	1	unrelated
HG02688	HG02688	HG02689	HG02689	56.856	9	full-sibling
HG02688	HG02688	HG03492	HG03492	3.775	1	unrelated
HG02689	HG02689	HG02689	HG02689	6.106	1	third-degree
HG02689	HG02689	HG02727	HG02727	3.014	1	unrelated
HG02689	HG02689	HG02729	HG02729	3.014	1	unrelated
HG02689	HG02689	HG02775	HG02775	3.009	1	unrelated
HG02689	HG02689	HG02776	HG02776	3.009	1	unrelated
HG02690	HG02690	HG02692	HG02692	41.316	8	full-sibling
HG02691	HG02691	HG02692	HG02692	36.362	8	full-sibling
HG02696	HG02696	HG02698	HG02698	31.537	6	full-sibling
HG02697	HG02697	HG02698	HG02698	15.259	4	second-degree
HG02699	HG02699	HG02699	HG02699	4.247	1	unrelated
HG02699	HG02699	HG02700	HG02700	7.920999999999999	2	third-degree
HG02699	HG02699	HG02701	HG02701	48.702	10	full-sibling
HG02700	HG02700	HG02701	HG02701	43.981	9	full-sibling
HG02702	HG02702	HG02704	HG02704	28.414	7	full-sibling
HG02703	HG02703	HG02704	HG02704	50.567	8	full-sibling
HG02715	HG02715	HG02717	HG02717	39.843	7	full-sibling
HG02715	HG02715	HG02885	HG02885	3.018	1	unrelated
HG02716	HG02716	HG02717	HG02717	26.668	5	full-sibling
HG02716	HG02716	HG03034	HG03034	12.731	3	second-degree
HG02716	HG02716	HG03035	HG03035	16.692	3	second-degree
HG02721	HG02721	HG02723	HG02723	34.059	7	full-sibling
HG02722	HG02722	HG02723	HG02723	31.717	7	full-sibling
HG02724	HG02724	HG02726	HG02726	49.501999999999995	7	full-sibling
HG02724	HG02724	HG02789	HG02789	3.173	1	unrelated
HG02724	HG02724	HG02791	HG02791	3.173	1	unrelated
HG02724	HG02724	HG03640	HG03640	5.304	1	third-degree
HG02724	HG02724	HG03641	HG03641	4.532	1	unrelated
HG02725	HG02725	HG02726	HG02726	55.656	7	full-sibling
HG02725	HG02725	HG02727	HG02727	3.003	1	unrelated
HG02725	HG02725	HG02728	HG02728	3.31	1	unrelated
HG02725	HG02725	HG02729	HG02729	3.003	1	unrelated
HG02725	HG02725	HG02789	HG02789	3.258	1	unrelated
HG02725	HG02725	HG02791	HG02791	3.258	1	unrelated
HG02725	HG02725	HG02794	HG02794	3.003	1	unrelated
HG02725	HG02725	HG03491	HG03491	3.083	1	unrelated
HG02725	HG02725	HG03705	HG03705	3.31	1	unrelated
HG02726	HG02726	HG02727	HG02727	3.218	1	unrelated
HG02726	HG02726	HG02728	HG02728	3.31	1	unrelated
HG02726	HG02726	HG02729	HG02729	3.218	1	unrelated
HG02726	HG02726	HG02789	HG02789	3.173	1	unrelated
HG02726	HG02726	HG02791	HG02791	3.173	1	unrelated
HG02726	HG02726	HG02792	HG02792	6.258	1	third-degree
HG02726	HG02726	HG02794	HG02794	9.475999999999999	2	third-degree
HG02726	HG02726	HG03640	HG03640	5.304	1	third-degree
HG02726	HG02726	HG03641	HG03641	4.532	1	unrelated
HG02726	HG02726	HG03705	HG03705	3.31	1	unrelated
HG02727	HG02727	HG02729	HG02729	55.425999999999995	7	full-sibling
HG02727	HG02727	HG02793	HG02793	3.881	1	unrelated
HG02727	HG02727	HG02794	HG02794	5.722	1	third-degree
HG02728	HG02728	HG02729	HG02729	41.379	4	parent-child
HG02728	HG02728	HG02786	HG02786	4.327	1	unrelated
HG02728	HG02728	HG02788	HG02788	4.327	1	unrelated
HG02728	HG02728	HG03705	HG03705	5.48	1	third-degree
HG02729	HG02729	HG02786	HG02786	4.327	1	unrelated
HG02729	HG02729	HG02788	HG02788	4.327	1	unrelated
HG02729	HG02729	HG02793	HG02793	3.881	1	unrelated
HG02729	HG02729	HG02794	HG02794	5.722	1	third-degree
HG02733	HG02733	HG02735	HG02735	27.904	4	full-sibling
HG02733	HG02733	HG03829	HG03829	3.555	1	unrelated
HG02733	HG02733	HG03831	HG03831	3.555	1	unrelated
HG02734	HG02734	HG02735	HG02735	31.366	6	full-sibling
HG02736	HG02736	HG02738	HG02738	47.186	8	full-sibling
HG02737	HG02737	HG02738	HG02738	39.906	6	full-sibling
HG02759	HG02759	HG02760	HG02760	3.417	1	unrelated
HG02759	HG02759	HG02761	HG02761	39.344	9	full-sibling
HG02760	HG02760	HG02761	HG02761	44.524	9	full-sibling
HG02760	HG02760	HG03046	HG03046	6.574	2	third-degree
HG02760	HG02760	HG03047	HG03047	10.039	3	second-degree
HG02762	HG02762	HG02764	HG02764	34.153999999999996	8	full-sibling
HG02763	HG02763	HG02764	HG02764	21.847	5	full-sibling
HG02764	HG02764	HG02814	HG02814	3.54	1	unrelated
HG02764	HG02764	HG02815	HG02815	3.54	1	unrelated
HG02768	HG02768	HG02770	HG02770	40.684	7	full-sibling
HG02769	HG02769	HG02770	HG02770	33.25	7	full-sibling
HG02771	HG02771	HG02773	HG02773	24.776	5	full-sibling
HG02772	HG02772	HG02773	HG02773	31.427	7	full-sibling
HG02774	HG02774	HG02776	HG02776	36.897999999999996	5	full-sibling
HG02774	HG02774	HG02789	HG02789	3.408	1	unrelated
HG02774	HG02774	HG03016	HG03016	4.059	1	unrelated
HG02774	HG02774	HG03640	HG03640	3.151	1	unrelated
HG02775	HG02775	HG02776	HG02776	50.045	8	full-sibling
HG02775	HG02775	HG02792	HG02792	3.082	1	unrelated
HG02775	HG02775	HG03015	HG03015	4.677	1	unrelated
HG02775	HG02775	HG03017	HG03017	4.677	1	unrelated
HG02776	HG02776	HG02789	HG02789	3.408	1	unrelated
HG02776	HG02776	HG02792	HG02792	3.082	1	unrelated
HG02776	HG02776	HG03015	HG03015	4.677	1	unrelated
HG02776	HG02776	HG03016	HG03016	4.059	1	unrelated
HG02776	HG02776	HG03017	HG03017	4.677	1	unrelated
HG02776	HG02776	HG03640	HG03640	3.151	1	unrelated
HG02783	HG02783	HG02785	HG02785	42.614000000000004	4	parent-child
HG02783	HG02783	HG02789	HG02789	6.743	1	third-degree
HG02783	HG02783	HG02794	HG02794	3.203	1	unrelated
HG02783	HG02783	HG03016	HG03016	3.549	1	unrelated
HG02783	HG02783	HG03640	HG03640	5.017	1	third-degree
HG02783	HG02783	HG03641	HG03641	5.017	1	third-degree
HG02784	HG02784	HG02785	HG02785	49.278999999999996	9	full-sibling
HG02785	HG02785	HG02789	HG02789	6.743	1	third-degree
HG02786	HG02786	HG02788	HG02788	59.359	8	full-sibling
HG02787	HG02787	HG02788	HG02788	40.856	4	parent-child
HG02788	HG02788	HG03492	HG03492	3.02	1	unrelated
HG02789	HG02789	HG02791	HG02791	45.333999999999996	7	full-sibling
HG02789	HG02789	HG03640	HG03640	3.173	1	unrelated
HG02790	HG02790	HG02791	HG02791	42.084	6	full-sibling
HG02790	HG02790	HG03706	HG03706	3.077	1	unrelated
HG02790	HG02790	HG03707	HG03707	3.077	1	unrelated
HG02791	HG02791	HG03640	HG03640	3.173	1	unrelated
HG02792	HG02792	HG02794	HG02794	55.637	9	full-sibling
HG02793	HG02793	HG02794	HG02794	59.88199999999999	6	full-sibling
HG02798	HG02798	HG02800	HG02800	31.211	5	full-sibling
HG02799	HG02799	HG02800	HG02800	35.344	8	full-sibling
HG02804	HG02804	HG02806	HG02806	33.946	7	full-sibling
HG02805	HG02805	HG02806	HG02806	50.411	11	full-sibling
HG02807	HG02807	HG02809	HG02809	31.528	7	full-sibling
HG02808	HG02808	HG02809	HG02809	40.894	8	full-sibling
HG02809	HG02809	HG02869	HG02869	5.215	1	third-degree
HG02809	HG02809	HG02871	HG02871	5.215	1	third-degree
HG02810	HG02810	HG02812	HG02812	45.098	8	full-sibling
HG02810	HG02810	NA19776	NA19776	5.434	1	third-degree
HG02810	HG02810	NA19778	NA19778	3.269	1	unrelated
HG02811	HG02811	HG02812	HG02812	22.023	6	full-sibling
HG02813	HG02813	HG02815	HG02815	43.53	8	full-sibling
HG02814	HG02814	HG02815	HG02815	48.169000000000004	7	full-sibling
HG02816	HG02816	HG02816	HG02816	3.341	1	unrelated
HG02816	HG02816	HG02818	HG02818	33.708	6	full-sibling
HG02817	HG02817	HG02818	HG02818	25.292	5	full-sibling
HG02819	HG02819	HG02821	HG02821	37.645	7	full-sibling
HG02820	HG02820	HG02821	HG02821	39.903	6	full-sibling
HG02836	HG02836	HG02838	HG02838	37.215	7	full-sibling
HG02837	HG02837	HG02838	HG02838	43.433	6	full-sibling
HG02839	HG02839	HG02841	HG02841	34.039	8	full-sibling
HG02840	HG02840	HG02841	HG02841	31.253	6	full-sibling
HG02851	HG02851	HG02853	HG02853	38.559	8	full-sibling
HG02852	HG02852	HG02853	HG02853	36.013	8	full-sibling
HG02854	HG02854	HG02856	HG02856	37.641	7	full-sibling
HG02855	HG02855	HG02856	HG02856	47.786	10	full-sibling
HG02855	HG02855	HG02885	HG02885	3.025	1	unrelated
HG02856	HG02856	HG02885	HG02885	3.025	1	unrelated
HG02860	HG02860	HG02862	HG02862	29.793999999999997	5	full-sibling
HG02861	HG02861	HG02862	HG02862	32.569	6	full-sibling
HG02861	HG02861	HG02887	HG02887	4.23	1	unrelated
HG02861	HG02861	HG02889	HG02889	4.23	1	unrelated
HG02869	HG02869	HG02871	HG02871	46.382999999999996	8	full-sibling
HG02869	HG02869	HG02879	HG02879	3.086	1	unrelated
HG02870	HG02870	HG02871	HG02871	42.581	10	full-sibling
HG02870	HG02870	HG02888	HG02888	3.321	1	unrelated
HG02871	HG02871	HG02879	HG02879	7.586	2	third-degree
HG02878	HG02878	HG02880	HG02880	39.78	8	full-sibling
HG02879	HG02879	HG02880	HG02880	45.186	11	full-sibling
HG02881	HG02881	HG02881	HG02881	5.297	1	third-degree
HG02881	HG02881	HG02883	HG02883	42.397000000000006	6	full-sibling
HG02882	HG02882	HG02883	HG02883	43.493	7	full-sibling
HG02884	HG02884	HG02886	HG02886	39.870999999999995	7	full-sibling
HG02885	HG02885	HG02886	HG02886	33.076	7	full-sibling
HG02885	HG02885	HG03259	HG03259	3.247	1	unrelated
HG02885	HG02885	HG03260	HG03260	3.247	1	unrelated
HG02886	HG02886	HG03259	HG03259	3.247	1	unrelated
HG02886	HG02886	HG03260	HG03260	3.247	1	unrelated
HG02886	HG02886	HG03480	HG03480	3.05	1	unrelated
HG02887	HG02887	HG02889	HG02889	41.067	9	full-sibling
HG02888	HG02888	HG02889	HG02889	31.507	5	full-sibling
