fid1	iid1	fid2	iid2	total_ibd_cm	num_segments	predicted_relationship
HG01438	HG01438	HG01489	HG01489	3.753	1	unrelated
HG01447	HG01447	HG01485	HG01485	3.858	1	unrelated
HG01455	HG01455	HG01497	HG01497	12.709	2	second-degree
HG01456	HG01456	NA19795	NA19795	5.785	1	third-degree
HG01459	HG01459	HG01550	HG01550	4.525	1	unrelated
HG01465	HG01465	HG01468	HG01468	15.121	3	second-degree
HG01465	HG01465	HG01479	HG01479	3.037	1	unrelated
HG01468	HG01468	HG01550	HG01550	11.31	2	second-degree
HG01474	HG01474	HG01488	HG01488	3.403	1	unrelated
HG01492	HG01492	NA19794	NA19794	3.392	1	unrelated
HG01497	HG01497	HG01498	HG01498	3.072	1	unrelated
HG01566	HG01566	HG01566	HG01566	3.037	1	unrelated
HG01889	HG01889	HG02337	HG02337	3.188	1	unrelated
HG01896	HG01896	HG02144	HG02144	3.48	1	unrelated
HG01923	HG01923	NA19728	NA19728	3.113	1	unrelated
HG01938	HG01938	HG02105	HG02105	7.944	2	third-degree
HG01939	HG01939	HG01942	HG01942	6.62	2	third-degree
HG01939	HG01939	HG01967	HG01967	7.43	2	third-degree
HG01942	HG01942	HG01967	HG01967	9.77	3	third-degree
HG01958	HG01958	HG02429	HG02429	7.829000000000001	2	third-degree
HG01958	HG01958	HG02479	HG02479	10.253	3	second-degree
HG01979	HG01979	HG02298	HG02298	3.682	1	unrelated
HG02002	HG02002	HG02286	HG02286	3.115	1	unrelated
HG02002	HG02002	HG02298	HG02298	3.486	1	unrelated
HG02054	HG02054	HG02337	HG02337	12.216	3	second-degree
HG02054	HG02054	HG02479	HG02479	4.072	1	unrelated
HG02143	HG02143	HG02283	HG02283	3.729	1	unrelated
HG02275	HG02275	HG02275	HG02275	11.209	2	second-degree
HG02284	HG02284	HG02317	HG02317	3.616	1	unrelated
HG02308	HG02308	HG02337	HG02337	3.425	1	unrelated
HG02315	HG02315	HG02455	HG02455	6.633	2	third-degree
HG02315	HG02315	HG02577	HG02577	3.291	1	unrelated
HG02332	HG02332	HG02476	HG02476	3.087	1	unrelated
HG02332	HG02332	HG02501	HG02501	6.963	1	third-degree
HG02337	HG02337	HG02501	HG02501	3.763	1	unrelated
HG02429	HG02429	HG02479	HG02479	18.881	4	second-degree
HG02511	HG02511	HG02549	HG02549	3.152	1	unrelated
NA19649	NA19649	NA19725	NA19725	11.375	1	second-degree
NA19649	NA19649	NA19779	NA19779	10.413	2	second-degree
NA19652	NA19652	NA19679	NA19679	4.066	1	unrelated
NA19652	NA19652	NA19726	NA19726	4.922	1	unrelated
NA19657	NA19657	NA19786	NA19786	24.072	5	full-sibling
NA19661	NA19661	NA19752	NA19752	17.814	2	second-degree
NA19682	NA19682	NA19716	NA19716	4.067	1	unrelated
NA19723	NA19723	NA19770	NA19770	3.216	1	unrelated
NA19750	NA19750	NA19792	NA19792	4.711	1	unrelated
NA19758	NA19758	NA19761	NA19761	3.705	1	unrelated
NA19786	NA19786	NA19789	NA19789	3.186	1	unrelated
NA19904	NA19904	NA19913	NA19913	26.948999999999998	6	full-sibling
NA20317	NA20317	NA20318	NA20318	14.514	3	second-degree
NA20320	NA20320	NA20321	NA20321	7.165	2	third-degree
NA20334	NA20334	NA20355	NA20355	8.135	2	third-degree
NA20359	NA20359	NA20362	NA20362	15.891	4	second-degree
